1, 12719.5	22.8546129552	12719.5	0
2, 12704.6	15.2264161903	-14.9	0
3, 12715.0	23.6033895871	10.4	0
4, 12753.2	33.672596425	38.2	0
5, 12852.6666667	25.634351952	99.4666666667	0
6, 12853.6666667	45.4699901034	1.0	0
7, 12812.0	33.610712578	-41.6666666667	0
8, 12638.6	24.8646335183	-173.4	0
9, 12453.0	18.1361517418	-185.6	0
10, 12343.0	35.2043143663	-110.0	0
11, 12373.1666667	25.4220376839	30.1666666667	0
12, 12453.6	23.5391960355	80.4333333333	0
13, 12571.8	16.5680415258	118.2	0
14, 12693.3333333	30.9825757483	121.533333333	0
15, 12768.3333333	15.8996855315	75.0	0
16, 12840.8	6.65911030093	72.4666666667	0
17, 12718.3333333	30.0978404541	-122.466666667	0
18, 12411.3333333	18.4553515274	-307.0	0
19, 12103.6	26.3314213441	-307.733333333	0
20, 11846.0	39.9202329653	-257.6	0
21, 11635.4	33.565234991	-210.6	0
22, 11466.0	36.454355021	-169.4	0
23, 11477.0	57.3179182281	11.0	0
24, 11583.5	65.0793361982	106.5	0
25, 11760.8333333	49.0685235156	177.333333333	0
26, 12099.5	42.26819135	338.666666667	0
27, 12447.2	30.4836021494	347.7	0
28, 12670.1666667	4.82493523273	222.966666667	0
29, 12752.0	17.6944553462	81.8333333333	0
30, 12800.0	24.8212358677	48.0	0
31, 12817.1666667	12.4145076423	17.1666666667	0
32, 12680.3333333	14.4678954931	-136.833333333	0
33, 12485.2	21.7744115879	-195.133333333	0
34, 11644.4	119.7041927	-840.8	0
35, 11207.2857143	85.5362171507	-437.114285714	0
36, 10999.0	47.2678537698	-208.285714286	0
37, 10932.5	52.963005957	-66.5	0
38, 10897.8333333	79.7754348155	-34.6666666667	0
39, 10916.6666667	41.5706627323	18.8333333333	0
40, 11081.5	35.390394177	164.833333333	0
41, 11459.5	55.0043634633	378.0	0
42, 11884.4	5.41698717001	424.9	0
43, 12142.8	29.6837497631	258.4	0
44, 12414.1666667	78.1754437148	271.366666667	0
45, 12458.6	198.461189531	44.4333333333	0
46, 12423.1666667	36.533272506	-35.4333333333	0
47, 11775.6666667	52.0488232336	-647.5	0
48, 11580.0	12.0664825032	-195.666666667	0
49, 11547.8	20.5205689492	-32.2	0
50, 11659.3333333	40.2019900005	111.533333333	0
51, 11876.8	37.0624473018	217.466666667	0
52, 12262.8333333	36.4762936714	386.033333333	0
53, 12620.4	9.34578782126	357.566666667	0
54, 12828.6	32.2272206372	208.2	0
55, 12878.4	23.4060622489	49.8	0
56, 12833.1666667	20.5552912896	-45.2333333333	0
57, 12590.1666667	27.5049086528	-243.0	0
58, 11988.5	38.8242192452	-601.666666667	0
59, 11388.25	83.5869474127	-600.25	0
60, 10794.5714286	84.72078323	-593.678571429	0
61, 10239.6	49.4165964024	-554.971428571	0
62, 9942.6	61.4501830754	-297.0	0
63, 9780.4	52.7138501724	-162.2	0
64, 9737.6	22.0758635165	-42.8	0
65, 9790.28571429	20.1687326765	52.6857142857	0
66, 10032.75	32.501282026	242.464285714	0
67, 10528.4285714	43.5315977194	495.678571429	0
68, 11239.8333333	70.1321609534	711.404761905	0
69, 11764.5	41.4086947391	524.666666667	0
70, 12020.4	42.2167028556	255.9	0
71, 11937.5	47.6352810425	-82.9	0
72, 11666.6	11.4618933863	-270.9	0
73, 11405.5	40.2527017727	-261.1	0
74, 10873.5	656.30687944	-532.0	0
75, 10963.5	31.6456070323	90.0	0
76, 10837.3333333	52.6258491618	-126.166666667	0
77, 10707.875	122.097151014	-129.458333333	0
78, 10845.8333333	32.959368926	137.958333333	0
79, 10982.8333333	88.3708096602	137.0	0
80, 11292.8333333	23.2318746553	310.0	0
81, 11738.8333333	29.5486040279	446.0	0
82, 12245.2	37.9555661267	506.366666667	0
83, 12617.2	19.560802642	372.0	0
84, 12760.6666667	23.7714114011	143.466666667	0
85, 12620.8	18.8348082018	-139.866666667	0
86, 12232.5	35.784354123	-388.3	0
87, 11813.0	29.3278877521	-419.5	0
88, 11497.1666667	37.1278870931	-315.833333333	0
89, 11351.0	2.12132034356	-146.166666667	0
90, 11218.0	11.8255549553	-133.0	0
91, 11093.1111111	47.3001552587	-124.888888889	0
92, 11039.0	13.7885822331	-54.1111111111	0
93, 11123.625	40.3004025908	84.625	0
94, 11311.5	23.175849499	187.875	0
95, 11578.0	54.2825938953	266.5	0
96, 11835.5	20.3415284032	257.5	0
97, 11957.8571429	58.1254629611	122.357142857	0
98, 12077.0	12.1655250606	119.142857143	0
