1, 6310.880066944461	357.3935020340482	6310.880066944461	0
2, 6317.205965698932	326.4069133926225	6.325898754471382	0
3, 6455.363469593589	364.86266623921085	138.15750389465666	0
4, 6653.358371549684	382.20353809312303	197.99490195609542	0
5, 6875.128819666513	413.0502556150513	221.77044811682845	0
6, 7059.5259186125	381.81282508799984	184.39709894598764	0
7, 7361.490643238008	427.98218940259574	301.9647246255072	0
8, 7626.510242196126	438.8040238982607	265.01959895811797	0
9, 7947.380277120283	490.11318577983894	320.87003492415715	0
10, 8275.484631449046	485.2126647413714	328.1043543287633	0
11, 8549.47148110708	509.75366836478753	273.98684965803477	0
12, 8820.238737402196	515.2871780032988	270.76725629511566	0
13, 9235.174039322432	543.8164606295867	414.93530192023536	0
14, 9331.48640125328	543.6175527802902	96.31236193084806	0
15, 9511.209188116452	550.8510524197002	179.7227868631726	0
16, 9978.607783107671	567.6865726206886	467.3985949912185	0
17, 9882.381768112275	561.4779855487901	-96.22601499539633	0
18, 10199.366220230115	591.2285852747841	316.9844521178402	0
19, 10389.253224862387	594.9179690398387	189.88700463227178	0
20, 10351.27610085431	548.750835733375	-37.977124008077226	0
21, 10439.43341610363	573.2427675248995	88.15731524932016	0
22, 10415.111957557605	644.164344507608	-24.321458546024587	0
23, 10342.809084870698	658.2218476113351	-72.302872686907	0
24, 10266.514640892628	636.1017274905653	-76.29444397806947	0
25, 9852.722988492556	494.98950364366283	-413.79165240007205	0
26, 9908.407505105804	620.5506479923473	55.68451661324798	0
27, 9969.568929034036	569.141435452258	61.16142392823167	0
28, 9849.05742510576	597.918353453835	-120.51150392827549	0
29, 9484.362714700268	581.088698214178	-364.6947104054925	0
30, 9503.425752423902	544.9124265294835	19.063037723633897	0
31, 9143.785237077414	465.53754489019764	-359.6405153464875	0
32, 9034.251089452757	464.0825518222029	-109.53414762465763	0
33, 9073.148637915554	577.1349353171231	38.897548462797204	0
34, 8784.465857407535	533.093258090475	-288.6827805080193	0
35, 8776.848386097254	555.9838863882545	-7.617471310280962	0
